qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0049855709075927734,0.007016897201538086,0.005980491638183594,0.005984783172607422,0.005983829498291016,0.005987405776977539,0.0019927024841308594
0.003991842269897461,0.005984306335449219,0.005983591079711914,0.005984067916870117,0.006949901580810547,0.007012844085693359,0.0019998550415039062
0.0029909610748291016,0.005970954895019531,0.006981611251831055,0.007984399795532227,0.0059511661529541016,0.006982326507568359,0.0030121803283691406
0.00398707389831543,0.008948802947998047,0.007990360260009766,0.005008697509765625,0.005987405776977539,0.006981849670410156,0.002991914749145508
0.003991603851318359,0.006979465484619141,0.005983591079711914,0.006981372833251953,0.005979299545288086,0.007977485656738281,0.0039632320404052734
0.004021406173706055,0.006954193115234375,0.0060117244720458984,0.005983114242553711,0.006982564926147461,0.006980419158935547,0.0019941329956054688
0.0039861202239990234,0.005986928939819336,0.00598454475402832,0.005983114242553711,0.0059795379638671875,0.007951974868774414,0.0030181407928466797
0.003995418548583984,0.006949901580810547,0.008975744247436523,0.008975505828857422,0.007978200912475586,0.010970354080200195,0.002992391586303711
0.005984067916870117,0.008011102676391602,0.005983114242553711,0.0059833526611328125,0.0069484710693359375,0.006981372833251953,0.0029916763305664062
0.003989458084106445,0.005983829498291016,0.00797891616821289,0.005983829498291016,0.006982564926147461,0.009973526000976562,0.0029921531677246094
0.006981611251831055,0.007978200912475586,0.00797891616821289,0.008975505828857422,0.008976221084594727,0.008975744247436523,0.003989696502685547
0.005984067916870117,0.008976459503173828,0.007977008819580078,0.00698089599609375,0.00698542594909668,0.0069773197174072266,0.0029921531677246094
0.004987239837646484,0.0069806575775146484,0.007978439331054688,0.006981372833251953,0.005984306335449219,0.006983041763305664,0.001994609832763672
0.0039899349212646484,0.005983114242553711,0.00498652458190918,0.00498652458190918,0.007013797760009766,0.0059854984283447266,0.0029897689819335938
0.003988742828369141,0.005979299545288086,0.004986763000488281,0.006981372833251953,0.006957054138183594,0.007007598876953125,0.002966165542602539
0.004988908767700195,0.007009983062744141,0.00598454475402832,0.005977630615234375,0.006987333297729492,0.006016254425048828,0.001993894577026367
0.003987789154052734,0.005986213684082031,0.005984306335449219,0.005982637405395508,0.0059854984283447266,0.006980180740356445,0.001994609832763672
0.003989458084106445,0.005979061126708984,0.006982088088989258,0.007987260818481445,0.005980253219604492,0.006978750228881836,0.002994060516357422
0.003989219665527344,0.005986452102661133,0.0069751739501953125,0.004990816116333008,0.006978273391723633,0.005988359451293945,0.0019898414611816406
0.004992008209228516,0.005980014801025391,0.005987644195556641,0.0059814453125,0.005986690521240234,0.005984306335449219,0.001998424530029297
0.003988027572631836,0.005983829498291016,0.005984067916870117,0.007978677749633789,0.006981372833251953,0.00698089599609375,0.002992391586303711
0.005984067916870117,0.0069811344146728516,0.005984067916870117,0.006981372833251953,0.005984067916870117,0.00698089599609375,0.002992391586303711
0.004986763000488281,0.0069828033447265625,0.008975744247436523,0.007978200912475586,0.009973526000976562,0.008975744247436523,0.0029921531677246094
0.005984067916870117,0.007979154586791992,0.007978439331054688,0.008975982666015625,0.008975982666015625,0.009011983871459961,0.0029876232147216797
0.003989219665527344,0.006949424743652344,0.006016969680786133,0.00598597526550293,0.0069844722747802734,0.005980491638183594,0.0029926300048828125
0.004955291748046875,0.00601506233215332,0.0059850215911865234,0.006982088088989258,0.005982160568237305,0.006976604461669922,0.002964496612548828
0.003989219665527344,0.005988121032714844,0.00697779655456543,0.0069806575775146484,0.006981372833251953,0.005987882614135742,0.001989126205444336
0.0039904117584228516,0.005984306335449219,0.0059816837310791016,0.006951808929443359,0.00602269172668457,0.005983591079711914,0.002960681915283203
0.003989219665527344,0.005984067916870117,0.00595545768737793,0.006012678146362305,0.005984067916870117,0.006978273391723633,0.001995086669921875
0.003988981246948242,0.006981611251831055,0.004986286163330078,0.005986928939819336,0.006983518600463867,0.006979227066040039,0.002991914749145508
0.003983020782470703,0.005990743637084961,0.005983114242553711,0.005984783172607422,0.005984306335449219,0.005982875823974609,0.0029964447021484375
0.003992319107055664,0.0059812068939208984,0.006981372833251953,0.005984067916870117,0.005978584289550781,0.0069866180419921875,0.002995014190673828
0.003985881805419922,0.006979703903198242,0.005986213684082031,0.005984306335449219,0.006980419158935547,0.00598454475402832,0.001994609832763672
0.004987239837646484,0.0059833526611328125,0.005988359451293945,0.005974531173706055,0.004992008209228516,0.006979703903198242,0.00399017333984375
0.002991914749145508,0.005982637405395508,0.005988121032714844,0.004986763000488281,0.0059814453125,0.006983518600463867,0.001995086669921875
0.003989458084106445,0.0059528350830078125,0.0060100555419921875,0.0059583187103271484,0.007012128829956055,0.0069811344146728516,0.002992391586303711
0.0039861202239990234,0.005991220474243164,0.004980564117431641,0.006983518600463867,0.004987478256225586,0.0069828033447265625,0.0020203590393066406
0.003992795944213867,0.005980491638183594,0.005985260009765625,0.0059814453125,0.005981922149658203,0.0069806575775146484,0.0019922256469726562
0.0049591064453125,0.007007598876953125,0.0069828033447265625,0.007964611053466797,0.0069806575775146484,0.008975982666015625,0.0029926300048828125
0.004986763000488281,0.00797891616821289,0.005985260009765625,0.006001472473144531,0.0069620609283447266,0.007013082504272461,0.002992868423461914
0.003988742828369141,0.004990100860595703,0.006978273391723633,0.006981372833251953,0.005983829498291016,0.006980419158935547,0.002992868423461914
0.003988981246948242,0.005983829498291016,0.004986763000488281,0.005981922149658203,0.005978107452392578,0.006985664367675781,0.0019898414611816406
0.003992557525634766,0.005951404571533203,0.0060155391693115234,0.005984306335449219,0.005983829498291016,0.005983591079711914,0.002991914749145508
0.0049860477447509766,0.0059795379638671875,0.005984306335449219,0.0059893131256103516,0.0059833526611328125,0.006986141204833984,0.0029883384704589844
0.003983259201049805,0.005982637405395508,0.005984783172607422,0.00598907470703125,0.00598454475402832,0.0069811344146728516,0.0029926300048828125
0.003986358642578125,0.00698399543762207,0.005986452102661133,0.006972789764404297,0.005983829498291016,0.005980253219604492,0.002991199493408203
0.003987312316894531,0.004986763000488281,0.005984067916870117,0.0069806575775146484,0.005986452102661133,0.006955623626708984,0.003019571304321289
0.003985881805419922,0.006981849670410156,0.005986928939819336,0.005980014801025391,0.005953311920166016,0.007010459899902344,0.002989053726196289
0.004994630813598633,0.005980968475341797,0.0059795379638671875,0.006986856460571289,0.0059511661529541016,0.00701451301574707,0.0029740333557128906
